class,degree_centrality,in_degree_centrality,out_degree_centrality,in_degree,out_degree,total_degree,betweenness_centrality,betweenness_weighted,closeness_centrality,eigenvector_centrality,pagerank,hub_score,authority_score,katz_centrality,load_centrality,harmonic_centrality,clustering,triangles,burt_constraint,weighted_out,weighted_in
HttpServletResponse,0.003676470588235294,0.003676470588235294,0.0,1,0,1,0.0,0.0,0.003676470588235294,0.00026066505066742857,0.0031296019805458993,0.0,5.9466967371409055e-05,0.05987007321370318,0.0,1.0,0.0,0,1.0,0.0,1.2
Cookie,0.003676470588235294,0.003676470588235294,0.0,1,0,1,0.0,0.0,0.003676470588235294,0.00026066505066742857,0.0031296019805458993,0.0,5.9466967371409055e-05,0.05987007321370318,0.0,1.0,0.0,0,1.0,0.0,1.2
FilterChain,0.003676470588235294,0.003676470588235294,0.0,1,0,1,0.0,0.0,0.003676470588235294,8.688835022247621e-05,0.0030108464139335296,0.0,1.9822322457136365e-05,0.05987007321370318,0.0,1.0,0.0,0,1.0,0.0,0.4
FilterConfig,0.003676470588235294,0.003676470588235294,0.0,1,0,1,0.0,0.0,0.003676470588235294,8.688835022247621e-05,0.0030108464139335296,0.0,1.9822322457136365e-05,0.05987007321370318,0.0,1.0,0.0,0,1.0,0.0,0.4
AddressInfo,0.011029411764705881,0.003676470588235294,0.007352941176470588,1,2,3,0.0,0.0,0.004901960784313725,0.006966367749298018,0.0046655326123600915,0.0024285201630267605,0.0001508492328180133,0.05987600094372434,0.0,1.5,0.06526568974007659,2,0.5416415723417358,2.4,3.8
com.acmeair.web.dto.BookingInfo,0.011029411764705881,0.003676470588235294,0.007352941176470588,1,2,3,6.783156066854786e-06,1.3566312133709572e-05,0.003676470588235294,0.00017748336325767376,0.0030438138334992334,3.3002192544385775e-06,4.113622874607797e-05,0.05987007321370318,6.783156066854786e-06,1.0,0.01713357410808423,1,0.44657153328006305,3.8000000000000003,0.6
com.acmeair.web.dto.Date,0.007352941176470588,0.007352941176470588,0.0,2,0,2,0.0,0.0,0.008272058823529412,2.0133441494574096e-05,0.004780040599587513,0.0,4.6255265484915404e-07,0.06047470167586137,0.0,2.5,0.0,0,0.5555555555555556,0.0,4.8
com.acmeair.web.dto.BookingPKInfo,0.007352941176470588,0.007352941176470588,0.0,2,0,2,0.0,0.0,0.007352941176470588,0.0001767867818419298,0.004541686616583627,0.0,4.125390843551237e-05,0.060468773945840215,0.0,2.0,0.0514007223242527,1,0.7331206250801724,0.0,2.8000000000000003
com.acmeair.web.dto.FlightInfo,0.01838235294117647,0.003676470588235294,0.014705882352941176,1,4,5,2.034946820056436e-05,1.3566312133709572e-05,0.003676470588235294,0.0001897605505096118,0.0030438138334992334,7.268048338086821e-06,4.113622874607797e-05,0.05987007321370318,2.034946820056436e-05,1.0,0.010574486950768326,2,0.24937703536146133,11.2,0.6
com.acmeair.web.dto.BigDecimal,0.003676470588235294,0.003676470588235294,0.0,1,0,1,0.0,0.0,0.004901960784313725,1.3719355023840689e-05,0.0036906785755261356,0.0,3.7696742616938933e-07,0.05987600094372434,0.0,1.5,0.0,0,0.9999999999999998,0.0,3.1999999999999997
com.acmeair.web.dto.FlightSegmentInfo,0.007352941176470588,0.007352941176470588,0.0,2,0,2,0.0,0.0,0.007352941176470588,0.00017911438890154193,0.0036444219137295015,0.0,4.144251477984112e-05,0.060468773945840215,0.0,2.0,0.05434414718343056,1,0.7237750211293245,0.0,3.2
com.acmeair.web.dto.FlightPKInfo,0.007352941176470588,0.007352941176470588,0.0,2,0,2,0.0,0.0,0.007352941176470588,0.00017739946952356186,0.0035520206706171524,0.0,4.1395393851569155e-05,0.060468773945840215,0.0,2.0,0.0514007223242527,1,0.6944408972281009,0.0,2.8000000000000003
For,0.003676470588235294,0.003676470588235294,0.0,1,0,1,0.0,0.0,0.004901960784313725,0.0003709992178880456,0.0036000495905511454,0.0,5.296620178879128e-05,0.05987600094372434,0.0,1.5,0.0,0,1.0,0.0,1.2
FlightInfo,0.003676470588235294,0.003676470588235294,0.0,1,0,1,0.0,0.0,0.006617647058823529,0.002068833284149138,0.00484608344368812,0.0,0.00023853058031754652,0.059881987951045705,0.0,2.0,0.0,0,1.0,0.0,3.4
BookingPK,0.014705882352941176,0.007352941176470588,0.007352941176470588,2,2,4,0.0,0.0,0.008272058823529412,0.01173576194079551,0.003763511847559128,0.0024285201630267605,0.0018751274633292969,0.06047476095316158,0.0,2.5,0.05611341200432787,5,0.3319225803602046,2.4,2.5
FlightPK,0.01838235294117647,0.011029411764705881,0.007352941176470588,3,2,5,0.0,2.7132624267419144e-05,0.016377005347593582,0.012497052584756689,0.004089898583876275,0.0024285201630267605,0.0018359868407641776,0.06108537642264115,0.0,5.0,0.03525545445470501,6,0.31751361739161527,2.4,2.3
